,Component-value,Component-alias,Demographic-value,Demographic-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,ATTR(Demographic (copy))-alias,Citizenship Grouping,Title of Authority
33,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JUN,JUN,1950,Individuals in a Family Unit (FMUA),Honduras,Title 8
34,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAY,MAY,1186,Individuals in a Family Unit (FMUA),Honduras,Title 8
35,Office of Field Operations,Office of Field Operations,FMUA,FMUA,APR,APR,318,Individuals in a Family Unit (FMUA),Honduras,Title 8
36,Office of Field Operations,Office of Field Operations,FMUA,FMUA,MAR,MAR,41,Individuals in a Family Unit (FMUA),Honduras,Title 8
37,Office of Field Operations,Office of Field Operations,FMUA,FMUA,FEB,FEB,7,Individuals in a Family Unit (FMUA),Honduras,Title 8
38,Office of Field Operations,Office of Field Operations,FMUA,FMUA,JAN,JAN,7,Individuals in a Family Unit (FMUA),Honduras,Title 8
39,Office of Field Operations,Office of Field Operations,FMUA,FMUA,DEC,DEC,11,Individuals in a Family Unit (FMUA),Honduras,Title 8
40,Office of Field Operations,Office of Field Operations,FMUA,FMUA,NOV,NOV,2,Individuals in a Family Unit (FMUA),Honduras,Title 8
41,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,2018,Single Adults,Honduras,Title 8
42,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,629,Single Adults,Honduras,Title 8
43,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,571,Single Adults,Honduras,Title 8
44,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,400,Single Adults,Honduras,Title 8
45,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,257,Single Adults,Honduras,Title 8
46,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,73,Single Adults,Honduras,Title 8
47,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,39,Single Adults,Honduras,Title 8
48,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,11,Single Adults,Honduras,Title 8
49,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,9,Single Adults,Honduras,Title 8
50,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,6,Single Adults,Honduras,Title 8
51,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,14,Single Adults,Honduras,Title 8
52,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,9,Single Adults,Honduras,Title 8
53,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,129521,%many-values%,Honduras,Title 8
54,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,24267,%many-values%,Honduras,Title 8
55,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,26521,%many-values%,Honduras,Title 8
56,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,16314,%many-values%,Honduras,Title 8
57,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,12555,%many-values%,Honduras,Title 8
58,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,16283,%many-values%,Honduras,Title 8
59,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,21196,%many-values%,Honduras,Title 8
60,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,7555,%many-values%,Honduras,Title 8
61,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,1897,%many-values%,Honduras,Title 8
62,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,1269,%many-values%,Honduras,Title 8
63,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,891,%many-values%,Honduras,Title 8
64,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,773,%many-values%,Honduras,Title 8
65,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,35843,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
66,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,5315,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
67,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUL,JUL,5599,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
68,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JUN,JUN,4188,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
69,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAY,MAY,3801,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
70,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,APR,APR,5182,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
71,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,MAR,MAR,5932,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
72,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,2555,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
73,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,JAN,JAN,1141,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
74,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,DEC,DEC,943,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
75,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,643,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
76,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,544,Unaccompanied Children (UC) / Single Minors,Honduras,Title 8
77,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,88745,Individuals in a Family Unit (FMUA),Honduras,Title 8
78,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,18229,Individuals in a Family Unit (FMUA),Honduras,Title 8
79,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,20258,Individuals in a Family Unit (FMUA),Honduras,Title 8
80,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,11558,Individuals in a Family Unit (FMUA),Honduras,Title 8
81,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,8169,Individuals in a Family Unit (FMUA),Honduras,Title 8
82,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,10526,Individuals in a Family Unit (FMUA),Honduras,Title 8
83,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,14709,Individuals in a Family Unit (FMUA),Honduras,Title 8
84,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,4674,Individuals in a Family Unit (FMUA),Honduras,Title 8
85,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,494,Individuals in a Family Unit (FMUA),Honduras,Title 8
86,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,69,Individuals in a Family Unit (FMUA),Honduras,Title 8
87,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,40,Individuals in a Family Unit (FMUA),Honduras,Title 8
88,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,19,Individuals in a Family Unit (FMUA),Honduras,Title 8
89,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,4933,Single Adults,Honduras,Title 8
90,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,723,Single Adults,Honduras,Title 8
91,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,664,Single Adults,Honduras,Title 8
92,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,568,Single Adults,Honduras,Title 8
93,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,585,Single Adults,Honduras,Title 8
94,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,575,Single Adults,Honduras,Title 8
95,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,555,Single Adults,Honduras,Title 8
96,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,326,Single Adults,Honduras,Title 8
97,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,262,Single Adults,Honduras,Title 8
98,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,DEC,DEC,257,Single Adults,Honduras,Title 8
99,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,NOV,NOV,208,Single Adults,Honduras,Title 8
100,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,OCT,OCT,210,Single Adults,Honduras,Title 8
101,%all%,%all%,%all%,%all%,%all%,%all%,139198,%many-values%,Honduras,Title 8
102,%all%,%all%,%all%,%all%,AUG,AUG,26832,%many-values%,Honduras,Title 8
103,%all%,%all%,%all%,%all%,JUL,JUL,29175,%many-values%,Honduras,Title 8
104,%all%,%all%,%all%,%all%,JUN,JUN,18688,%many-values%,Honduras,Title 8
105,%all%,%all%,%all%,%all%,MAY,MAY,14018,%many-values%,Honduras,Title 8
106,%all%,%all%,%all%,%all%,APR,APR,16704,%many-values%,Honduras,Title 8
107,%all%,%all%,%all%,%all%,MAR,MAR,21291,%many-values%,Honduras,Title 8
108,%all%,%all%,%all%,%all%,FEB,FEB,7583,%many-values%,Honduras,Title 8
109,%all%,%all%,%all%,%all%,JAN,JAN,1921,%many-values%,Honduras,Title 8
110,%all%,%all%,%all%,%all%,DEC,DEC,1290,%many-values%,Honduras,Title 8
111,%all%,%all%,%all%,%all%,NOV,NOV,911,%many-values%,Honduras,Title 8
112,%all%,%all%,%all%,%all%,OCT,OCT,785,%many-values%,Honduras,Title 8
0,Office of Field Operations,Office of Field Operations,%all%,%all%,%all%,%all%,436,%many-values%,Honduras,Title 42
1,Office of Field Operations,Office of Field Operations,%all%,%all%,AUG,AUG,28,%many-values%,Honduras,Title 42
2,Office of Field Operations,Office of Field Operations,%all%,%all%,JUL,JUL,49,%many-values%,Honduras,Title 42
3,Office of Field Operations,Office of Field Operations,%all%,%all%,JUN,JUN,39,%many-values%,Honduras,Title 42
4,Office of Field Operations,Office of Field Operations,%all%,%all%,MAY,MAY,44,%many-values%,Honduras,Title 42
5,Office of Field Operations,Office of Field Operations,%all%,%all%,APR,APR,46,%many-values%,Honduras,Title 42
6,Office of Field Operations,Office of Field Operations,%all%,%all%,MAR,MAR,32,%many-values%,Honduras,Title 42
7,Office of Field Operations,Office of Field Operations,%all%,%all%,FEB,FEB,50,%many-values%,Honduras,Title 42
8,Office of Field Operations,Office of Field Operations,%all%,%all%,JAN,JAN,46,%many-values%,Honduras,Title 42
9,Office of Field Operations,Office of Field Operations,%all%,%all%,DEC,DEC,41,%many-values%,Honduras,Title 42
10,Office of Field Operations,Office of Field Operations,%all%,%all%,NOV,NOV,33,%many-values%,Honduras,Title 42
11,Office of Field Operations,Office of Field Operations,%all%,%all%,OCT,OCT,28,%many-values%,Honduras,Title 42
12,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,%all%,%all%,70,Accompanied Minors (AM),Honduras,Title 42
13,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,AUG,AUG,7,Accompanied Minors (AM),Honduras,Title 42
14,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JUL,JUL,11,Accompanied Minors (AM),Honduras,Title 42
15,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JUN,JUN,9,Accompanied Minors (AM),Honduras,Title 42
16,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,MAY,MAY,9,Accompanied Minors (AM),Honduras,Title 42
17,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,APR,APR,6,Accompanied Minors (AM),Honduras,Title 42
18,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,MAR,MAR,4,Accompanied Minors (AM),Honduras,Title 42
19,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,FEB,FEB,8,Accompanied Minors (AM),Honduras,Title 42
20,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,JAN,JAN,3,Accompanied Minors (AM),Honduras,Title 42
21,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,DEC,DEC,3,Accompanied Minors (AM),Honduras,Title 42
22,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,NOV,NOV,6,Accompanied Minors (AM),Honduras,Title 42
23,Office of Field Operations,Office of Field Operations,Accompanied Minors,AM,OCT,OCT,4,Accompanied Minors (AM),Honduras,Title 42
24,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,%all%,%all%,1,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
25,Office of Field Operations,Office of Field Operations,UC / Single Minors,UC / Single Minors,OCT,OCT,1,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
26,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,%all%,%all%,365,Single Adults,Honduras,Title 42
27,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,AUG,AUG,21,Single Adults,Honduras,Title 42
28,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUL,JUL,38,Single Adults,Honduras,Title 42
29,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JUN,JUN,30,Single Adults,Honduras,Title 42
30,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAY,MAY,35,Single Adults,Honduras,Title 42
31,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,APR,APR,40,Single Adults,Honduras,Title 42
32,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,MAR,MAR,28,Single Adults,Honduras,Title 42
33,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,FEB,FEB,42,Single Adults,Honduras,Title 42
34,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,JAN,JAN,43,Single Adults,Honduras,Title 42
35,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,DEC,DEC,38,Single Adults,Honduras,Title 42
36,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,NOV,NOV,27,Single Adults,Honduras,Title 42
37,Office of Field Operations,Office of Field Operations,Single Adults,Single Adults,OCT,OCT,23,Single Adults,Honduras,Title 42
38,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,%all%,%all%,152310,%many-values%,Honduras,Title 42
39,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,AUG,AUG,14971,%many-values%,Honduras,Title 42
40,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUL,JUL,16057,%many-values%,Honduras,Title 42
41,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JUN,JUN,16310,%many-values%,Honduras,Title 42
42,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAY,MAY,18068,%many-values%,Honduras,Title 42
43,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,APR,APR,21460,%many-values%,Honduras,Title 42
44,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,MAR,MAR,20794,%many-values%,Honduras,Title 42
45,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,FEB,FEB,12547,%many-values%,Honduras,Title 42
46,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,JAN,JAN,9265,%many-values%,Honduras,Title 42
47,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,DEC,DEC,9027,%many-values%,Honduras,Title 42
48,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,NOV,NOV,7255,%many-values%,Honduras,Title 42
49,U.S. Border Patrol,U.S. Border Patrol,%all%,%all%,OCT,OCT,6556,%many-values%,Honduras,Title 42
50,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,%all%,%all%,232,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
51,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,AUG,AUG,2,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
52,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,FEB,FEB,1,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
53,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,NOV,NOV,8,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
54,U.S. Border Patrol,U.S. Border Patrol,UC / Single Minors,UC / Single Minors,OCT,OCT,221,Unaccompanied Children (UC) / Single Minors,Honduras,Title 42
55,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,%all%,%all%,44711,Individuals in a Family Unit (FMUA),Honduras,Title 42
56,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,AUG,AUG,5331,Individuals in a Family Unit (FMUA),Honduras,Title 42
57,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUL,JUL,3705,Individuals in a Family Unit (FMUA),Honduras,Title 42
58,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JUN,JUN,3189,Individuals in a Family Unit (FMUA),Honduras,Title 42
59,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAY,MAY,4346,Individuals in a Family Unit (FMUA),Honduras,Title 42
60,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,APR,APR,8924,Individuals in a Family Unit (FMUA),Honduras,Title 42
61,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,MAR,MAR,10211,Individuals in a Family Unit (FMUA),Honduras,Title 42
62,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,FEB,FEB,4411,Individuals in a Family Unit (FMUA),Honduras,Title 42
63,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,JAN,JAN,1467,Individuals in a Family Unit (FMUA),Honduras,Title 42
64,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,DEC,DEC,1138,Individuals in a Family Unit (FMUA),Honduras,Title 42
65,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,NOV,NOV,879,Individuals in a Family Unit (FMUA),Honduras,Title 42
66,U.S. Border Patrol,U.S. Border Patrol,FMUA,FMUA,OCT,OCT,1110,Individuals in a Family Unit (FMUA),Honduras,Title 42
67,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,%all%,%all%,107367,Single Adults,Honduras,Title 42
68,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,AUG,AUG,9638,Single Adults,Honduras,Title 42
69,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUL,JUL,12352,Single Adults,Honduras,Title 42
70,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JUN,JUN,13121,Single Adults,Honduras,Title 42
71,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAY,MAY,13722,Single Adults,Honduras,Title 42
72,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,APR,APR,12536,Single Adults,Honduras,Title 42
73,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,MAR,MAR,10583,Single Adults,Honduras,Title 42
74,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,FEB,FEB,8135,Single Adults,Honduras,Title 42
75,U.S. Border Patrol,U.S. Border Patrol,Single Adults,Single Adults,JAN,JAN,7798,Single Adults,Honduras,Title 42
