,Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
33,2020,2020,JAN,JAN,31,Guatemala,Office of Field Operations,Single Adults,Title 8
34,2021 (FYTD),2021 (FYTD),JAN,JAN,14,Guatemala,Office of Field Operations,Single Adults,Title 8
35,2018,2018,DEC,DEC,188,Guatemala,Office of Field Operations,Single Adults,Title 8
36,2019,2019,DEC,DEC,83,Guatemala,Office of Field Operations,Single Adults,Title 8
37,2020,2020,DEC,DEC,36,Guatemala,Office of Field Operations,Single Adults,Title 8
38,2021 (FYTD),2021 (FYTD),DEC,DEC,10,Guatemala,Office of Field Operations,Single Adults,Title 8
39,2018,2018,NOV,NOV,135,Guatemala,Office of Field Operations,Single Adults,Title 8
40,2019,2019,NOV,NOV,89,Guatemala,Office of Field Operations,Single Adults,Title 8
41,2020,2020,NOV,NOV,37,Guatemala,Office of Field Operations,Single Adults,Title 8
42,2021 (FYTD),2021 (FYTD),NOV,NOV,9,Guatemala,Office of Field Operations,Single Adults,Title 8
43,2018,2018,OCT,OCT,112,Guatemala,Office of Field Operations,Single Adults,Title 8
44,2019,2019,OCT,OCT,99,Guatemala,Office of Field Operations,Single Adults,Title 8
45,2020,2020,OCT,OCT,29,Guatemala,Office of Field Operations,Single Adults,Title 8
46,2021 (FYTD),2021 (FYTD),OCT,OCT,7,Guatemala,Office of Field Operations,Single Adults,Title 8
0,2020,2020,SEP,SEP,11,Guatemala,Office of Field Operations,Single Adults,Title 42
1,2020,2020,AUG,AUG,30,Guatemala,Office of Field Operations,Single Adults,Title 42
2,2021 (FYTD),2021 (FYTD),AUG,AUG,24,Guatemala,Office of Field Operations,Single Adults,Title 42
3,2020,2020,JUL,JUL,52,Guatemala,Office of Field Operations,Single Adults,Title 42
4,2021 (FYTD),2021 (FYTD),JUL,JUL,36,Guatemala,Office of Field Operations,Single Adults,Title 42
5,2020,2020,JUN,JUN,53,Guatemala,Office of Field Operations,Single Adults,Title 42
6,2021 (FYTD),2021 (FYTD),JUN,JUN,32,Guatemala,Office of Field Operations,Single Adults,Title 42
7,2020,2020,MAY,MAY,16,Guatemala,Office of Field Operations,Single Adults,Title 42
8,2021 (FYTD),2021 (FYTD),MAY,MAY,36,Guatemala,Office of Field Operations,Single Adults,Title 42
9,2020,2020,APR,APR,13,Guatemala,Office of Field Operations,Single Adults,Title 42
10,2021 (FYTD),2021 (FYTD),APR,APR,52,Guatemala,Office of Field Operations,Single Adults,Title 42
11,2020,2020,MAR,MAR,3,Guatemala,Office of Field Operations,Single Adults,Title 42
12,2021 (FYTD),2021 (FYTD),MAR,MAR,44,Guatemala,Office of Field Operations,Single Adults,Title 42
13,2021 (FYTD),2021 (FYTD),FEB,FEB,41,Guatemala,Office of Field Operations,Single Adults,Title 42
14,2021 (FYTD),2021 (FYTD),JAN,JAN,26,Guatemala,Office of Field Operations,Single Adults,Title 42
15,2021 (FYTD),2021 (FYTD),DEC,DEC,34,Guatemala,Office of Field Operations,Single Adults,Title 42
16,2021 (FYTD),2021 (FYTD),NOV,NOV,17,Guatemala,Office of Field Operations,Single Adults,Title 42
17,2021 (FYTD),2021 (FYTD),OCT,OCT,35,Guatemala,Office of Field Operations,Single Adults,Title 42
0,2018,2018,SEP,SEP,108,Guatemala,Office of Field Operations,UC / Single Minors,all
1,2019,2019,SEP,SEP,11,Guatemala,Office of Field Operations,UC / Single Minors,all
2,2020,2020,SEP,SEP,18,Guatemala,Office of Field Operations,UC / Single Minors,all
3,2018,2018,AUG,AUG,125,Guatemala,Office of Field Operations,UC / Single Minors,all
4,2019,2019,AUG,AUG,15,Guatemala,Office of Field Operations,UC / Single Minors,all
5,2020,2020,AUG,AUG,2,Guatemala,Office of Field Operations,UC / Single Minors,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,14,Guatemala,Office of Field Operations,UC / Single Minors,all
7,2018,2018,JUL,JUL,169,Guatemala,Office of Field Operations,UC / Single Minors,all
8,2019,2019,JUL,JUL,11,Guatemala,Office of Field Operations,UC / Single Minors,all
9,2020,2020,JUL,JUL,9,Guatemala,Office of Field Operations,UC / Single Minors,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,11,Guatemala,Office of Field Operations,UC / Single Minors,all
11,2018,2018,JUN,JUN,218,Guatemala,Office of Field Operations,UC / Single Minors,all
12,2019,2019,JUN,JUN,29,Guatemala,Office of Field Operations,UC / Single Minors,all
13,2020,2020,JUN,JUN,6,Guatemala,Office of Field Operations,UC / Single Minors,all
14,2021 (FYTD),2021 (FYTD),JUN,JUN,16,Guatemala,Office of Field Operations,UC / Single Minors,all
15,2018,2018,MAY,MAY,305,Guatemala,Office of Field Operations,UC / Single Minors,all
16,2019,2019,MAY,MAY,39,Guatemala,Office of Field Operations,UC / Single Minors,all
17,2021 (FYTD),2021 (FYTD),MAY,MAY,19,Guatemala,Office of Field Operations,UC / Single Minors,all
18,2018,2018,APR,APR,446,Guatemala,Office of Field Operations,UC / Single Minors,all
19,2019,2019,APR,APR,55,Guatemala,Office of Field Operations,UC / Single Minors,all
20,2020,2020,APR,APR,1,Guatemala,Office of Field Operations,UC / Single Minors,all
21,2021 (FYTD),2021 (FYTD),APR,APR,25,Guatemala,Office of Field Operations,UC / Single Minors,all
22,2018,2018,MAR,MAR,448,Guatemala,Office of Field Operations,UC / Single Minors,all
23,2019,2019,MAR,MAR,55,Guatemala,Office of Field Operations,UC / Single Minors,all
24,2020,2020,MAR,MAR,15,Guatemala,Office of Field Operations,UC / Single Minors,all
25,2021 (FYTD),2021 (FYTD),MAR,MAR,31,Guatemala,Office of Field Operations,UC / Single Minors,all
26,2018,2018,FEB,FEB,293,Guatemala,Office of Field Operations,UC / Single Minors,all
27,2019,2019,FEB,FEB,69,Guatemala,Office of Field Operations,UC / Single Minors,all
28,2020,2020,FEB,FEB,20,Guatemala,Office of Field Operations,UC / Single Minors,all
29,2021 (FYTD),2021 (FYTD),FEB,FEB,29,Guatemala,Office of Field Operations,UC / Single Minors,all
30,2018,2018,JAN,JAN,352,Guatemala,Office of Field Operations,UC / Single Minors,all
31,2019,2019,JAN,JAN,83,Guatemala,Office of Field Operations,UC / Single Minors,all
32,2020,2020,JAN,JAN,13,Guatemala,Office of Field Operations,UC / Single Minors,all
33,2021 (FYTD),2021 (FYTD),JAN,JAN,8,Guatemala,Office of Field Operations,UC / Single Minors,all
34,2018,2018,DEC,DEC,528,Guatemala,Office of Field Operations,UC / Single Minors,all
35,2019,2019,DEC,DEC,89,Guatemala,Office of Field Operations,UC / Single Minors,all
36,2020,2020,DEC,DEC,33,Guatemala,Office of Field Operations,UC / Single Minors,all
37,2021 (FYTD),2021 (FYTD),DEC,DEC,11,Guatemala,Office of Field Operations,UC / Single Minors,all
38,2018,2018,NOV,NOV,368,Guatemala,Office of Field Operations,UC / Single Minors,all
39,2019,2019,NOV,NOV,90,Guatemala,Office of Field Operations,UC / Single Minors,all
40,2020,2020,NOV,NOV,20,Guatemala,Office of Field Operations,UC / Single Minors,all
41,2021 (FYTD),2021 (FYTD),NOV,NOV,8,Guatemala,Office of Field Operations,UC / Single Minors,all
42,2018,2018,OCT,OCT,331,Guatemala,Office of Field Operations,UC / Single Minors,all
43,2019,2019,OCT,OCT,121,Guatemala,Office of Field Operations,UC / Single Minors,all
44,2020,2020,OCT,OCT,11,Guatemala,Office of Field Operations,UC / Single Minors,all
45,2021 (FYTD),2021 (FYTD),OCT,OCT,7,Guatemala,Office of Field Operations,UC / Single Minors,all
0,2018,2018,SEP,SEP,108,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
1,2019,2019,SEP,SEP,11,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
2,2020,2020,SEP,SEP,18,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
3,2018,2018,AUG,AUG,125,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
4,2019,2019,AUG,AUG,15,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
5,2020,2020,AUG,AUG,2,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
6,2021 (FYTD),2021 (FYTD),AUG,AUG,14,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
7,2018,2018,JUL,JUL,169,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
8,2019,2019,JUL,JUL,11,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
9,2020,2020,JUL,JUL,2,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
10,2021 (FYTD),2021 (FYTD),JUL,JUL,11,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
11,2018,2018,JUN,JUN,218,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
12,2019,2019,JUN,JUN,29,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
13,2020,2020,JUN,JUN,1,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
14,2021 (FYTD),2021 (FYTD),JUN,JUN,16,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
15,2018,2018,MAY,MAY,305,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
16,2019,2019,MAY,MAY,39,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
17,2021 (FYTD),2021 (FYTD),MAY,MAY,19,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
18,2018,2018,APR,APR,446,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
19,2019,2019,APR,APR,55,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
20,2020,2020,APR,APR,1,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
21,2021 (FYTD),2021 (FYTD),APR,APR,25,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
22,2018,2018,MAR,MAR,448,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
23,2019,2019,MAR,MAR,55,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
24,2020,2020,MAR,MAR,15,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
25,2021 (FYTD),2021 (FYTD),MAR,MAR,31,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
26,2018,2018,FEB,FEB,293,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
27,2019,2019,FEB,FEB,69,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
28,2020,2020,FEB,FEB,20,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
29,2021 (FYTD),2021 (FYTD),FEB,FEB,29,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
30,2018,2018,JAN,JAN,352,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
31,2019,2019,JAN,JAN,83,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
32,2020,2020,JAN,JAN,13,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
33,2021 (FYTD),2021 (FYTD),JAN,JAN,8,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
34,2018,2018,DEC,DEC,528,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
35,2019,2019,DEC,DEC,89,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
36,2020,2020,DEC,DEC,33,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
37,2021 (FYTD),2021 (FYTD),DEC,DEC,11,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
38,2018,2018,NOV,NOV,368,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
39,2019,2019,NOV,NOV,90,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
40,2020,2020,NOV,NOV,20,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
41,2021 (FYTD),2021 (FYTD),NOV,NOV,6,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
42,2018,2018,OCT,OCT,331,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
43,2019,2019,OCT,OCT,121,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
44,2020,2020,OCT,OCT,11,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
45,2021 (FYTD),2021 (FYTD),OCT,OCT,5,Guatemala,Office of Field Operations,UC / Single Minors,Title 8
0,2020,2020,JUL,JUL,7,Guatemala,Office of Field Operations,UC / Single Minors,Title 42
1,2020,2020,JUN,JUN,5,Guatemala,Office of Field Operations,UC / Single Minors,Title 42
2,2021 (FYTD),2021 (FYTD),NOV,NOV,2,Guatemala,Office of Field Operations,UC / Single Minors,Title 42
3,2021 (FYTD),2021 (FYTD),OCT,OCT,2,Guatemala,Office of Field Operations,UC / Single Minors,Title 42
0,2018,2018,SEP,SEP,12503,Guatemala,U.S. Border Patrol,all,all
1,2019,2019,SEP,SEP,5547,Guatemala,U.S. Border Patrol,all,all
2,2020,2020,SEP,SEP,5878,Guatemala,U.S. Border Patrol,all,all
3,2018,2018,AUG,AUG,10440,Guatemala,U.S. Border Patrol,all,all
4,2019,2019,AUG,AUG,8634,Guatemala,U.S. Border Patrol,all,all
5,2020,2020,AUG,AUG,4106,Guatemala,U.S. Border Patrol,all,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,36161,Guatemala,U.S. Border Patrol,all,all
7,2018,2018,JUL,JUL,8645,Guatemala,U.S. Border Patrol,all,all
8,2019,2019,JUL,JUL,14376,Guatemala,U.S. Border Patrol,all,all
9,2020,2020,JUL,JUL,2349,Guatemala,U.S. Border Patrol,all,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,35667,Guatemala,U.S. Border Patrol,all,all
11,2018,2018,JUN,JUN,10074,Guatemala,U.S. Border Patrol,all,all
12,2019,2019,JUN,JUN,24631,Guatemala,U.S. Border Patrol,all,all
13,2020,2020,JUN,JUN,997,Guatemala,U.S. Border Patrol,all,all
14,2021 (FYTD),2021 (FYTD),JUN,JUN,29419,Guatemala,U.S. Border Patrol,all,all
15,2018,2018,MAY,MAY,12390,Guatemala,U.S. Border Patrol,all,all
16,2019,2019,MAY,MAY,45020,Guatemala,U.S. Border Patrol,all,all
17,2020,2020,MAY,MAY,702,Guatemala,U.S. Border Patrol,all,all
18,2021 (FYTD),2021 (FYTD),MAY,MAY,25845,Guatemala,U.S. Border Patrol,all,all
19,2018,2018,APR,APR,10508,Guatemala,U.S. Border Patrol,all,all
20,2019,2019,APR,APR,33167,Guatemala,U.S. Border Patrol,all,all
21,2020,2020,APR,APR,1340,Guatemala,U.S. Border Patrol,all,all
22,2021 (FYTD),2021 (FYTD),APR,APR,29781,Guatemala,U.S. Border Patrol,all,all
23,2018,2018,MAR,MAR,9722,Guatemala,U.S. Border Patrol,all,all
24,2019,2019,MAR,MAR,33539,Guatemala,U.S. Border Patrol,all,all
25,2020,2020,MAR,MAR,4269,Guatemala,U.S. Border Patrol,all,all
26,2021 (FYTD),2021 (FYTD),MAR,MAR,33921,Guatemala,U.S. Border Patrol,all,all
27,2018,2018,FEB,FEB,7575,Guatemala,U.S. Border Patrol,all,all
28,2019,2019,FEB,FEB,23615,Guatemala,U.S. Border Patrol,all,all
29,2020,2020,FEB,FEB,4802,Guatemala,U.S. Border Patrol,all,all
30,2021 (FYTD),2021 (FYTD),FEB,FEB,19029,Guatemala,U.S. Border Patrol,all,all
31,2018,2018,JAN,JAN,7613,Guatemala,U.S. Border Patrol,all,all
32,2019,2019,JAN,JAN,18103,Guatemala,U.S. Border Patrol,all,all
33,2020,2020,JAN,JAN,4487,Guatemala,U.S. Border Patrol,all,all
34,2021 (FYTD),2021 (FYTD),JAN,JAN,13083,Guatemala,U.S. Border Patrol,all,all
35,2018,2018,DEC,DEC,10848,Guatemala,U.S. Border Patrol,all,all
36,2019,2019,DEC,DEC,21284,Guatemala,U.S. Border Patrol,all,all
37,2020,2020,DEC,DEC,6396,Guatemala,U.S. Border Patrol,all,all
38,2021 (FYTD),2021 (FYTD),DEC,DEC,12394,Guatemala,U.S. Border Patrol,all,all
39,2018,2018,NOV,NOV,8720,Guatemala,U.S. Border Patrol,all,all
40,2019,2019,NOV,NOV,18931,Guatemala,U.S. Border Patrol,all,all
41,2020,2020,NOV,NOV,6129,Guatemala,U.S. Border Patrol,all,all
42,2021 (FYTD),2021 (FYTD),NOV,NOV,10279,Guatemala,U.S. Border Patrol,all,all
43,2018,2018,OCT,OCT,6684,Guatemala,U.S. Border Patrol,all,all
44,2019,2019,OCT,OCT,17321,Guatemala,U.S. Border Patrol,all,all
45,2020,2020,OCT,OCT,5788,Guatemala,U.S. Border Patrol,all,all
46,2021 (FYTD),2021 (FYTD),OCT,OCT,9234,Guatemala,U.S. Border Patrol,all,all
0,2018,2018,SEP,SEP,12503,Guatemala,U.S. Border Patrol,all,Title 8
1,2019,2019,SEP,SEP,5547,Guatemala,U.S. Border Patrol,all,Title 8
2,2020,2020,SEP,SEP,793,Guatemala,U.S. Border Patrol,all,Title 8
3,2018,2018,AUG,AUG,10440,Guatemala,U.S. Border Patrol,all,Title 8
4,2019,2019,AUG,AUG,8634,Guatemala,U.S. Border Patrol,all,Title 8
5,2020,2020,AUG,AUG,367,Guatemala,U.S. Border Patrol,all,Title 8
6,2021 (FYTD),2021 (FYTD),AUG,AUG,18866,Guatemala,U.S. Border Patrol,all,Title 8
7,2018,2018,JUL,JUL,8645,Guatemala,U.S. Border Patrol,all,Title 8
8,2019,2019,JUL,JUL,14376,Guatemala,U.S. Border Patrol,all,Title 8
9,2020,2020,JUL,JUL,169,Guatemala,U.S. Border Patrol,all,Title 8
10,2021 (FYTD),2021 (FYTD),JUL,JUL,20972,Guatemala,U.S. Border Patrol,all,Title 8
11,2018,2018,JUN,JUN,10074,Guatemala,U.S. Border Patrol,all,Title 8
12,2019,2019,JUN,JUN,24631,Guatemala,U.S. Border Patrol,all,Title 8
13,2020,2020,JUN,JUN,63,Guatemala,U.S. Border Patrol,all,Title 8
14,2021 (FYTD),2021 (FYTD),JUN,JUN,12501,Guatemala,U.S. Border Patrol,all,Title 8
15,2018,2018,MAY,MAY,12390,Guatemala,U.S. Border Patrol,all,Title 8
16,2019,2019,MAY,MAY,45020,Guatemala,U.S. Border Patrol,all,Title 8
17,2020,2020,MAY,MAY,56,Guatemala,U.S. Border Patrol,all,Title 8
18,2021 (FYTD),2021 (FYTD),MAY,MAY,8648,Guatemala,U.S. Border Patrol,all,Title 8
19,2018,2018,APR,APR,10508,Guatemala,U.S. Border Patrol,all,Title 8
20,2019,2019,APR,APR,33167,Guatemala,U.S. Border Patrol,all,Title 8
21,2020,2020,APR,APR,54,Guatemala,U.S. Border Patrol,all,Title 8
22,2021 (FYTD),2021 (FYTD),APR,APR,10593,Guatemala,U.S. Border Patrol,all,Title 8
23,2018,2018,MAR,MAR,9722,Guatemala,U.S. Border Patrol,all,Title 8
24,2019,2019,MAR,MAR,33539,Guatemala,U.S. Border Patrol,all,Title 8
25,2020,2020,MAR,MAR,3192,Guatemala,U.S. Border Patrol,all,Title 8
26,2021 (FYTD),2021 (FYTD),MAR,MAR,13640,Guatemala,U.S. Border Patrol,all,Title 8
27,2018,2018,FEB,FEB,7575,Guatemala,U.S. Border Patrol,all,Title 8
28,2019,2019,FEB,FEB,23615,Guatemala,U.S. Border Patrol,all,Title 8
29,2020,2020,FEB,FEB,4802,Guatemala,U.S. Border Patrol,all,Title 8
30,2021 (FYTD),2021 (FYTD),FEB,FEB,5610,Guatemala,U.S. Border Patrol,all,Title 8
31,2018,2018,JAN,JAN,7613,Guatemala,U.S. Border Patrol,all,Title 8
32,2019,2019,JAN,JAN,18103,Guatemala,U.S. Border Patrol,all,Title 8
33,2020,2020,JAN,JAN,4487,Guatemala,U.S. Border Patrol,all,Title 8
34,2021 (FYTD),2021 (FYTD),JAN,JAN,2534,Guatemala,U.S. Border Patrol,all,Title 8
35,2018,2018,DEC,DEC,10848,Guatemala,U.S. Border Patrol,all,Title 8
36,2019,2019,DEC,DEC,21284,Guatemala,U.S. Border Patrol,all,Title 8
37,2020,2020,DEC,DEC,6396,Guatemala,U.S. Border Patrol,all,Title 8
38,2021 (FYTD),2021 (FYTD),DEC,DEC,1956,Guatemala,U.S. Border Patrol,all,Title 8
39,2018,2018,NOV,NOV,8720,Guatemala,U.S. Border Patrol,all,Title 8
40,2019,2019,NOV,NOV,18931,Guatemala,U.S. Border Patrol,all,Title 8
41,2020,2020,NOV,NOV,6129,Guatemala,U.S. Border Patrol,all,Title 8
42,2021 (FYTD),2021 (FYTD),NOV,NOV,1295,Guatemala,U.S. Border Patrol,all,Title 8
43,2018,2018,OCT,OCT,6684,Guatemala,U.S. Border Patrol,all,Title 8
44,2019,2019,OCT,OCT,17321,Guatemala,U.S. Border Patrol,all,Title 8
45,2020,2020,OCT,OCT,5788,Guatemala,U.S. Border Patrol,all,Title 8
46,2021 (FYTD),2021 (FYTD),OCT,OCT,928,Guatemala,U.S. Border Patrol,all,Title 8
0,2020,2020,SEP,SEP,5085,Guatemala,U.S. Border Patrol,all,Title 42
1,2020,2020,AUG,AUG,3739,Guatemala,U.S. Border Patrol,all,Title 42
2,2021 (FYTD),2021 (FYTD),AUG,AUG,17295,Guatemala,U.S. Border Patrol,all,Title 42
3,2020,2020,JUL,JUL,2180,Guatemala,U.S. Border Patrol,all,Title 42
4,2021 (FYTD),2021 (FYTD),JUL,JUL,14695,Guatemala,U.S. Border Patrol,all,Title 42
5,2020,2020,JUN,JUN,934,Guatemala,U.S. Border Patrol,all,Title 42
6,2021 (FYTD),2021 (FYTD),JUN,JUN,16918,Guatemala,U.S. Border Patrol,all,Title 42
7,2020,2020,MAY,MAY,646,Guatemala,U.S. Border Patrol,all,Title 42
8,2021 (FYTD),2021 (FYTD),MAY,MAY,17197,Guatemala,U.S. Border Patrol,all,Title 42
9,2020,2020,APR,APR,1286,Guatemala,U.S. Border Patrol,all,Title 42
10,2021 (FYTD),2021 (FYTD),APR,APR,19188,Guatemala,U.S. Border Patrol,all,Title 42
11,2020,2020,MAR,MAR,1077,Guatemala,U.S. Border Patrol,all,Title 42
12,2021 (FYTD),2021 (FYTD),MAR,MAR,20281,Guatemala,U.S. Border Patrol,all,Title 42
13,2021 (FYTD),2021 (FYTD),FEB,FEB,13419,Guatemala,U.S. Border Patrol,all,Title 42
14,2021 (FYTD),2021 (FYTD),JAN,JAN,10549,Guatemala,U.S. Border Patrol,all,Title 42
15,2021 (FYTD),2021 (FYTD),DEC,DEC,10438,Guatemala,U.S. Border Patrol,all,Title 42
16,2021 (FYTD),2021 (FYTD),NOV,NOV,8984,Guatemala,U.S. Border Patrol,all,Title 42
17,2021 (FYTD),2021 (FYTD),OCT,OCT,8306,Guatemala,U.S. Border Patrol,all,Title 42
0,2018,2018,SEP,SEP,7645,Guatemala,U.S. Border Patrol,FMUA,all
1,2019,2019,SEP,SEP,2771,Guatemala,U.S. Border Patrol,FMUA,all
2,2020,2020,SEP,SEP,505,Guatemala,U.S. Border Patrol,FMUA,all
3,2018,2018,AUG,AUG,5535,Guatemala,U.S. Border Patrol,FMUA,all
4,2019,2019,AUG,AUG,5329,Guatemala,U.S. Border Patrol,FMUA,all
5,2020,2020,AUG,AUG,471,Guatemala,U.S. Border Patrol,FMUA,all
6,2021 (FYTD),2021 (FYTD),AUG,AUG,17310,Guatemala,U.S. Border Patrol,FMUA,all
7,2018,2018,JUL,JUL,3843,Guatemala,U.S. Border Patrol,FMUA,all
8,2019,2019,JUL,JUL,10039,Guatemala,U.S. Border Patrol,FMUA,all
9,2020,2020,JUL,JUL,222,Guatemala,U.S. Border Patrol,FMUA,all
10,2021 (FYTD),2021 (FYTD),JUL,JUL,15480,Guatemala,U.S. Border Patrol,FMUA,all
11,2018,2018,JUN,JUN,4111,Guatemala,U.S. Border Patrol,FMUA,all
