Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2021,2021,JAN,JAN,"8,060",Honduras,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"6,141",Honduras,U.S. Border Patrol,Single Adults,all
2019,2019,DEC,DEC,"3,297",Honduras,U.S. Border Patrol,Single Adults,all
2020,2020,DEC,DEC,"2,173",Honduras,U.S. Border Patrol,Single Adults,all
2021,2021,DEC,DEC,"8,146",Honduras,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"8,260",Honduras,U.S. Border Patrol,Single Adults,all
2019,2019,NOV,NOV,"3,218",Honduras,U.S. Border Patrol,Single Adults,all
2020,2020,NOV,NOV,"2,068",Honduras,U.S. Border Patrol,Single Adults,all
2021,2021,NOV,NOV,"6,576",Honduras,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"7,953",Honduras,U.S. Border Patrol,Single Adults,all
2019,2019,OCT,OCT,"2,820",Honduras,U.S. Border Patrol,Single Adults,all
2020,2020,OCT,OCT,"2,093",Honduras,U.S. Border Patrol,Single Adults,all
2021,2021,OCT,OCT,"5,436",Honduras,U.S. Border Patrol,Single Adults,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"8,219",Honduras,U.S. Border Patrol,Single Adults,all
2019,2019,SEP,SEP,"2,177",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,SEP,SEP,184,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,SEP,SEP,468,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,AUG,AUG,"3,036",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,AUG,AUG,120,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,AUG,AUG,681,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,704,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JUL,JUL,"3,605",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUL,JUL,98,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUL,JUL,667,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,807,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JUN,JUN,"4,464",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JUN,JUN,74,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JUN,JUN,568,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,766,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,MAY,MAY,"5,845",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAY,MAY,73,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAY,MAY,586,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,671,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,APR,APR,"5,221",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,APR,APR,56,Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,APR,APR,575,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"2,246",Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,MAR,MAR,"4,970",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,MAR,MAR,"1,353",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,MAR,MAR,554,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,529,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,FEB,FEB,"3,936",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,FEB,FEB,"1,729",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,FEB,FEB,326,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,464,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,JAN,JAN,"2,392",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,JAN,JAN,"1,544",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,JAN,JAN,262,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,342,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,DEC,DEC,"3,297",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,DEC,DEC,"2,173",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,DEC,DEC,257,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,540,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,NOV,NOV,"3,218",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,NOV,NOV,"2,068",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,NOV,NOV,208,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,535,Honduras,U.S. Border Patrol,Single Adults,Title 8
2019,2019,OCT,OCT,"2,820",Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,OCT,OCT,"2,093",Honduras,U.S. Border Patrol,Single Adults,Title 8
2021,2021,OCT,OCT,211,Honduras,U.S. Border Patrol,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,499,Honduras,U.S. Border Patrol,Single Adults,Title 8
2020,2020,SEP,SEP,"3,501",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,SEP,SEP,"8,773",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,AUG,AUG,"2,904",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,AUG,AUG,"9,913",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"7,200",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUL,JUL,"2,049",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUL,JUL,"12,363",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"7,955",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,JUN,JUN,"1,521",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JUN,JUN,"13,118",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"8,670",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAY,MAY,"1,370",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAY,MAY,"13,721",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"7,899",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,APR,APR,"1,575",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,APR,APR,"12,535",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"6,158",Honduras,U.S. Border Patrol,Single Adults,Title 42
2020,2020,MAR,MAR,667,Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,MAR,MAR,"10,583",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"8,112",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,FEB,FEB,"8,135",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"6,858",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,JAN,JAN,"7,798",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"5,799",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,DEC,DEC,"7,889",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"7,720",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,NOV,NOV,"6,368",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,"7,418",Honduras,U.S. Border Patrol,Single Adults,Title 42
2021,2021,OCT,OCT,"5,225",Honduras,U.S. Border Patrol,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,"7,720",Honduras,U.S. Border Patrol,Single Adults,Title 42
2019,2019,SEP,SEP,712,Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,SEP,SEP,597,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,SEP,SEP,"3,665",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,AUG,AUG,"1,034",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,AUG,AUG,394,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,AUG,AUG,"5,310",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"2,689",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JUL,JUL,"1,773",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUL,JUL,358,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUL,JUL,"5,598",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,813",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JUN,JUN,"2,117",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JUN,JUN,183,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JUN,JUN,"4,187",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"4,406",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,MAY,MAY,"3,219",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAY,MAY,56,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAY,MAY,"3,801",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"3,739",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,APR,APR,"2,421",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,APR,APR,58,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,APR,APR,"5,182",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,"2,611",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,MAR,MAR,"2,439",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,MAR,MAR,485,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,MAR,MAR,"5,932",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"3,384",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,FEB,FEB,"1,860",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,FEB,FEB,436,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,FEB,FEB,"2,556",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"2,758",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,JAN,JAN,"1,221",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,JAN,JAN,309,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,JAN,JAN,"1,141",Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,942",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,DEC,DEC,"1,112",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,DEC,DEC,476,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,DEC,DEC,943,Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"2,582",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,NOV,NOV,"1,277",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,NOV,NOV,559,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,NOV,NOV,651,Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"3,364",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,OCT,OCT,"1,213",Honduras,U.S. Border Patrol,UC / Single Minors,all
2020,2020,OCT,OCT,543,Honduras,U.S. Border Patrol,UC / Single Minors,all
2021,2021,OCT,OCT,765,Honduras,U.S. Border Patrol,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"3,140",Honduras,U.S. Border Patrol,UC / Single Minors,all
2019,2019,SEP,SEP,712,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,SEP,SEP,389,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,SEP,SEP,"3,665",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,AUG,AUG,"1,034",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,AUG,AUG,154,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,AUG,AUG,"5,310",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"2,688",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,JUL,JUL,"1,773",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUL,JUL,63,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUL,JUL,"5,598",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"3,813",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,JUN,JUN,"2,117",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JUN,JUN,15,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JUN,JUN,"4,187",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"4,405",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,MAY,MAY,"3,219",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAY,MAY,4,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAY,MAY,"3,801",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"3,738",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,APR,APR,"2,421",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,APR,APR,4,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,APR,APR,"5,182",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"2,611",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,MAR,MAR,"2,439",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,MAR,MAR,436,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,MAR,MAR,"5,932",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"3,384",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,FEB,FEB,"1,860",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,FEB,FEB,436,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,FEB,FEB,"2,555",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"2,757",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,JAN,JAN,"1,221",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,JAN,JAN,309,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,JAN,JAN,"1,141",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"1,942",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,DEC,DEC,"1,112",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,DEC,DEC,476,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,DEC,DEC,943,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"2,582",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,NOV,NOV,"1,277",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,NOV,NOV,559,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,NOV,NOV,643,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"3,364",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2019,2019,OCT,OCT,"1,213",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,OCT,OCT,543,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2021,2021,OCT,OCT,544,Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"3,140",Honduras,U.S. Border Patrol,UC / Single Minors,Title 8
2020,2020,SEP,SEP,208.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,AUG,AUG,240.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,1.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUL,JUL,295.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,JUN,JUN,168.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,1.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAY,MAY,52.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,1.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,APR,APR,54.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2020,2020,MAR,MAR,49.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,FEB,FEB,1.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,1.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,NOV,NOV,8.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2021,2021,OCT,OCT,221.0,Honduras,U.S. Border Patrol,UC / Single Minors,Title 42
2019,2019,SEP,SEP,"24,463",Mexico,all,all,all
2020,2020,SEP,SEP,"39,133",Mexico,all,all,all
2021,2021,SEP,SEP,"59,985",Mexico,all,all,all
2019,2019,AUG,AUG,"21,241",Mexico,all,all,all
2020,2020,AUG,AUG,"36,927",Mexico,all,all,all
2021,2021,AUG,AUG,"56,397",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),AUG,AUG,"60,530",Mexico,all,all,all
2019,2019,JUL,JUL,"18,603",Mexico,all,all,all
2020,2020,JUL,JUL,"32,133",Mexico,all,all,all
2021,2021,JUL,JUL,"59,959",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),JUL,JUL,"55,720",Mexico,all,all,all
2019,2019,JUN,JUN,"20,855",Mexico,all,all,all
2020,2020,JUN,JUN,"27,475",Mexico,all,all,all
2021,2021,JUN,JUN,"64,908",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),JUN,JUN,"66,833",Mexico,all,all,all
2019,2019,MAY,MAY,"23,126",Mexico,all,all,all
2020,2020,MAY,MAY,"18,988",Mexico,all,all,all
2021,2021,MAY,MAY,"70,874",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),MAY,MAY,"77,472",Mexico,all,all,all
2019,2019,APR,APR,"21,535",Mexico,all,all,all
2020,2020,APR,APR,"11,995",Mexico,all,all,all
2021,2021,APR,APR,"65,597",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),APR,APR,"82,491",Mexico,all,all,all
2019,2019,MAR,MAR,"22,318",Mexico,all,all,all
2020,2020,MAR,MAR,"21,313",Mexico,all,all,all
2021,2021,MAR,MAR,"62,504",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,"87,896",Mexico,all,all,all
2019,2019,FEB,FEB,"17,903",Mexico,all,all,all
2020,2020,FEB,FEB,"22,095",Mexico,all,all,all
2021,2021,FEB,FEB,"44,257",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),FEB,FEB,"71,746",Mexico,all,all,all
2019,2019,JAN,JAN,"16,569",Mexico,all,all,all
2020,2020,JAN,JAN,"21,872",Mexico,all,all,all
2021,2021,JAN,JAN,"40,793",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),JAN,JAN,"60,282",Mexico,all,all,all
2019,2019,DEC,DEC,"13,941",Mexico,all,all,all
2020,2020,DEC,DEC,"20,250",Mexico,all,all,all
2021,2021,DEC,DEC,"39,370",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),DEC,DEC,"51,474",Mexico,all,all,all
2019,2019,NOV,NOV,"16,982",Mexico,all,all,all
2020,2020,NOV,NOV,"22,255",Mexico,all,all,all
2021,2021,NOV,NOV,"44,164",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),NOV,NOV,"63,846",Mexico,all,all,all
2019,2019,OCT,OCT,"19,542",Mexico,all,all,all
2020,2020,OCT,OCT,"23,275",Mexico,all,all,all
2021,2021,OCT,OCT,"46,786",Mexico,all,all,all
2022 (FYTD),2022 (FYTD),OCT,OCT,"66,051",Mexico,all,all,all
2019,2019,SEP,SEP,"24,463",Mexico,all,all,Title 8
2020,2020,SEP,SEP,"3,496",Mexico,all,all,Title 8
2021,2021,SEP,SEP,"5,889",Mexico,all,all,Title 8
2019,2019,AUG,AUG,"21,241",Mexico,all,all,Title 8
2020,2020,AUG,AUG,"3,028",Mexico,all,all,Title 8
2021,2021,AUG,AUG,"8,504",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),AUG,AUG,"13,156",Mexico,all,all,Title 8
2019,2019,JUL,JUL,"18,603",Mexico,all,all,Title 8
2020,2020,JUL,JUL,"2,446",Mexico,all,all,Title 8
2021,2021,JUL,JUL,"8,971",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),JUL,JUL,"11,716",Mexico,all,all,Title 8
2019,2019,JUN,JUN,"20,855",Mexico,all,all,Title 8
2020,2020,JUN,JUN,"2,107",Mexico,all,all,Title 8
2021,2021,JUN,JUN,"8,217",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),JUN,JUN,"11,208",Mexico,all,all,Title 8
2019,2019,MAY,MAY,"23,126",Mexico,all,all,Title 8
2020,2020,MAY,MAY,"1,548",Mexico,all,all,Title 8
2021,2021,MAY,MAY,"7,752",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),MAY,MAY,"12,482",Mexico,all,all,Title 8
2019,2019,APR,APR,"21,535",Mexico,all,all,Title 8
2020,2020,APR,APR,814,Mexico,all,all,Title 8
2021,2021,APR,APR,"6,399",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,"11,923",Mexico,all,all,Title 8
2019,2019,MAR,MAR,"22,318",Mexico,all,all,Title 8
2020,2020,MAR,MAR,"16,643",Mexico,all,all,Title 8
2021,2021,MAR,MAR,"5,856",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,"10,474",Mexico,all,all,Title 8
2019,2019,FEB,FEB,"17,903",Mexico,all,all,Title 8
2020,2020,FEB,FEB,"22,095",Mexico,all,all,Title 8
2021,2021,FEB,FEB,"4,605",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,"7,695",Mexico,all,all,Title 8
2019,2019,JAN,JAN,"16,569",Mexico,all,all,Title 8
2020,2020,JAN,JAN,"21,872",Mexico,all,all,Title 8
2021,2021,JAN,JAN,"4,953",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,"6,733",Mexico,all,all,Title 8
2019,2019,DEC,DEC,"13,941",Mexico,all,all,Title 8
2020,2020,DEC,DEC,"20,250",Mexico,all,all,Title 8
2021,2021,DEC,DEC,"4,758",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,"6,144",Mexico,all,all,Title 8
2019,2019,NOV,NOV,"16,982",Mexico,all,all,Title 8
2020,2020,NOV,NOV,"22,255",Mexico,all,all,Title 8
2021,2021,NOV,NOV,"3,962",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,"6,672",Mexico,all,all,Title 8
2019,2019,OCT,OCT,"19,542",Mexico,all,all,Title 8
2020,2020,OCT,OCT,"23,275",Mexico,all,all,Title 8
2021,2021,OCT,OCT,"3,191",Mexico,all,all,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,"5,844",Mexico,all,all,Title 8
2020,2020,SEP,SEP,"35,637",Mexico,all,all,Title 42
2021,2021,SEP,SEP,"54,096",Mexico,all,all,Title 42
2020,2020,AUG,AUG,"33,899",Mexico,all,all,Title 42
2021,2021,AUG,AUG,"47,893",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),AUG,AUG,"47,374",Mexico,all,all,Title 42
2020,2020,JUL,JUL,"29,687",Mexico,all,all,Title 42
2021,2021,JUL,JUL,"50,988",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),JUL,JUL,"44,004",Mexico,all,all,Title 42
2020,2020,JUN,JUN,"25,368",Mexico,all,all,Title 42
2021,2021,JUN,JUN,"56,691",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),JUN,JUN,"55,625",Mexico,all,all,Title 42
2020,2020,MAY,MAY,"17,440",Mexico,all,all,Title 42
2021,2021,MAY,MAY,"63,122",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),MAY,MAY,"64,990",Mexico,all,all,Title 42
2020,2020,APR,APR,"11,181",Mexico,all,all,Title 42
2021,2021,APR,APR,"59,198",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,"70,568",Mexico,all,all,Title 42
2020,2020,MAR,MAR,"4,670",Mexico,all,all,Title 42
2021,2021,MAR,MAR,"56,648",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,"77,422",Mexico,all,all,Title 42
2021,2021,FEB,FEB,"39,652",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,"64,051",Mexico,all,all,Title 42
2021,2021,JAN,JAN,"35,840",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,"53,549",Mexico,all,all,Title 42
2021,2021,DEC,DEC,"34,612",Mexico,all,all,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,"45,330",Mexico,all,all,Title 42
2021,2021,NOV,NOV,"40,202",Mexico,all,all,Title 42
